baseline  psfrms   uvgap   
530.8729858 0.01613840647 0.06603232771 
563.6522217 0.01536515728 0.06226086617 
598.4554443 0.01468645036 0.0586406365 
635.4075928 0.014068624 0.05526338518 
674.6414185 0.01352081448 0.05208897591 
716.2977905 0.01305179298 0.0491254963 
760.5262451 0.01260113809 0.04627365619 
807.4856567 0.01221616846 0.04365508631 
857.3445435 0.01186787244 0.0411147438 
910.2821045 0.01155825332 0.03877084702 
966.4882812 0.01127609517 0.03658186644 
1026.165039 0.01098366827 0.03447088227 
1089.526489 0.01069085486 0.03251234815 
1156.800293 0.01040405501 0.03065443784 
1228.228027 0.01012324356 0.02891978621 
1304.06604 0.009842824191 0.02719394304 
1384.586792 0.009559873492 0.02572115138 
1470.079468 0.009276478551 0.0241933763 
1560.85083 0.008992604911 0.02281228639 
1657.227051 0.00872506015 0.02154369466 
1759.553955 0.008475213312 0.02023587935 
1868.199341 0.008217863739 0.01908499748 
1983.552979 0.007959989831 0.0180342067 
2106.029297 0.007732693572 0.01700560562 
2236.067871 0.007528040092 0.01608586311 
2374.135986 0.007322013844 0.01513954252 
2520.729248 0.007126456127 0.01429637987 
2676.374023 0.006943863351 0.01349416003 
2841.62915 0.006757346913 0.01271981094 
3017.088135 0.006577300839 0.01200935338 
3203.381104 0.006406219676 0.01133521646 
3401.176758 0.006235051434 0.01068525203 
3611.185547 0.006074483041 0.01008734107 
3834.161377 0.005913606379 0.009524059482 
4070.905273 0.005764569156 0.009001242928 
4322.26709 0.005623772275 0.008486520499 
4589.149414 0.005490502343 0.00804716628 
4872.510742 0.005362558644 0.007612626068 
5173.368164 0.005242101382 0.007199935149 
5492.802734 0.00512109464 0.006831423379 
5831.960938 0.005005692597 0.006450668909 
6192.060547 0.004908840172 0.006066750269 
6574.39502 0.004844031297 0.005817482714 
6980.337402 0.004802574404 0.00564114796 
7411.344727 0.004751918372 0.005298751872 
7868.964844 0.004652291071 0.004932130687 
8354.84082 0.004489002284 0.004723507911 
8870.71875 0.004427702166 0.004567634314 
9418.449219 0.004394925199 0.004594589584 
10000 0.004349286668 0.004406567197 
10617.45898 0.004278389271 0.004244471435 
11273.04395 0.004224041943 0.003970540594 
11969.1084 0.004157071002 0.003638195572 
12708.15234 0.00402419176 0.003397694323 
13492.82812 0.00388744846 0.003202271648 
14325.95508 0.003809012705 0.00367088709 
15210.52441 0.003747634357 0.003360854695 
16149.71289 0.003696794622 0.003737516236 
17146.89062 0.003609894076 0.00322444411 
18205.64258 0.003488846123 0.003033139044 
19329.76562 0.003461143468 0.003081055591 
20523.30078 0.003429124597 0.003088745056 
21790.5293 0.003371299012 0.003036671085 
23136.00586 0.003233925905 0.003178583691 
24564.56055 0.003182599554 0.002728400053 
26081.32227 0.003120859386 0.00275595719 
27691.73633 0.003046869067 0.006600524765 
29401.58789 0.003002907149 0.007642901968 
31217.01758 0.002984653926 0.01218723133 
33144.53906 0.002963350387 0.01264492515 
35191.08203 0.002897361526 0.01612212881 
37363.98438 0.002852072939 0.01737993769 
39671.05859 0.002808503108 0.01496863086 
42120.58594 0.002794258995 0.02599866875 
44721.35938 0.002787743695 0.03370950371 
47482.72266 0.002781986957 0.04367573932 
50414.58594 0.002776759444 0.04345622659 
53527.48047 0.002772870008 0.05505490676 
56832.58203 0.0027692609 0.0697799921 
60341.76172 0.002767755417 0.09969118983 
64067.62109 0.002766598016 0.1257031262 
68023.53125 0.002765874611 0.1646686792 
72223.71094 0.002765874611 0.2132474929 
76683.22656 0.002765874611 0.259001106 
81418.10938 0.002765874611 0.3020940125 
86445.34375 0.002765874611 0.3426807821 
91782.99219 0.002765874611 0.3809072375 
97450.21094 0.002765874611 0.4169105887 
103467.3672 0.002765874611 0.4508202076 
109856.0547 0.002765874611 0.4827578068 
116639.2188 0.002765874611 0.5128380656 
123841.2109 0.002765874611 0.5411689878 
131487.9062 0.002765874611 0.5678523779 
139606.75 0.002765874611 0.5929839611 
148226.8906 0.002765874611 0.6166539788 
157379.2969 0.002765874611 0.6389475465 
167096.8281 0.002765874611 0.6599445343 
177414.375 0.002765874611 0.679720521 
188368.9844 0.002765874611 0.6983463764 
200000 0.002765874611 0.7158890963 
