baseline  psfrms   uvgap   
530.8729858 0.01680235192 0.1001010165 
563.6522217 0.01600451581 0.09501176327 
598.4554443 0.0153058907 0.09007316083 
635.4075928 0.01468060818 0.08579942584 
674.6414185 0.01411544904 0.08160080761 
716.2977905 0.01363886707 0.07799527794 
760.5262451 0.01317453664 0.0749874711 
807.4856567 0.01278530806 0.07089501619 
857.3445435 0.01242186408 0.06784789264 
910.2821045 0.01210391056 0.06413064152 
966.4882812 0.01182797831 0.06283209473 
1026.165039 0.0115357507 0.05862647668 
1089.526489 0.01125228032 0.05604936928 
1156.800293 0.01096553821 0.05339108407 
1228.228027 0.01068018004 0.05096619204 
1304.06604 0.01041394286 0.04808112234 
1384.586792 0.01013277099 0.04613730311 
1470.079468 0.0098538436 0.04427811131 
1560.85083 0.009565976448 0.04195359722 
1657.227051 0.009291994385 0.03957138211 
1759.553955 0.009048045613 0.03746686876 
1868.199341 0.008797027171 0.03571849689 
1983.552979 0.008534337394 0.0346769616 
2106.029297 0.008299995214 0.03360646218 
2236.067871 0.008095822297 0.03334485739 
2374.135986 0.007893847302 0.03220087662 
2520.729248 0.007693520747 0.03102010116 
2676.374023 0.00751501089 0.0293914713 
2841.62915 0.007331780158 0.02834594063 
3017.088135 0.007147536147 0.02757718228 
3203.381104 0.006979009602 0.02678889968 
3401.176758 0.006806391757 0.02513180301 
3611.185547 0.006649384741 0.02452500351 
3834.161377 0.00648652995 0.02390194312 
4070.905273 0.006336224731 0.02247647196 
4322.26709 0.006193953101 0.02228245512 
4589.149414 0.006060873158 0.02305107377 
4872.510742 0.005931230728 0.02243762091 
5173.368164 0.005812430754 0.02211060934 
5492.802734 0.005691654049 0.02088912576 
5831.960938 0.005576675292 0.02106095664 
6192.060547 0.005471809302 0.022418648 
6574.39502 0.005397113971 0.02274204418 
6980.337402 0.00535440864 0.02331790142 
7411.344727 0.005312129855 0.02595720254 
7868.964844 0.00524866255 0.02683163248 
8354.84082 0.005068508908 0.02770622633 
8870.71875 0.004987453111 0.03506974131 
9418.449219 0.004955743439 0.04597738013 
10000 0.004926802125 0.05060922354 
10617.45898 0.00486251479 0.05216531828 
11273.04395 0.004788607825 0.0503260605 
11969.1084 0.004735768307 0.05783810467 
12708.15234 0.004620296881 0.06052540615 
13492.82812 0.004485117272 0.06494763494 
14325.95508 0.004406321328 0.06678249687 
15210.52441 0.004331752658 0.09206693619 
16149.71289 0.004287818447 0.08574298024 
17146.89062 0.004237566609 0.09003991634 
18205.64258 0.004072980955 0.09924970567 
19329.76562 0.004044790752 0.1245993078 
20523.30078 0.00401928043 0.1356720179 
21790.5293 0.003979023546 0.1465701163 
23136.00586 0.003834181232 0.1427856982 
24564.56055 0.003785507521 0.1446111053 
26081.32227 0.003715718398 0.1495339125 
27691.73633 0.003648966551 0.1590702981 
29401.58789 0.003595886519 0.180643335 
31217.01758 0.003574010218 0.1962082535 
33144.53906 0.003558404977 0.2195240855 
35191.08203 0.003502002684 0.2206524462 
37363.98438 0.003453673096 0.2478155941 
39671.05859 0.003413441824 0.2472670078 
42120.58594 0.003385415999 0.2745299637 
44721.35938 0.00337972655 0.3010337949 
47482.72266 0.00337325572 0.3148947358 
50414.58594 0.003367692232 0.3395027518 
53527.48047 0.003364117583 0.3677486777 
56832.58203 0.003360484261 0.3914594054 
60341.76172 0.003358282847 0.4180781543 
64067.62109 0.003357541049 0.4486005306 
68023.53125 0.003356067464 0.4729726911 
72223.71094 0.003356067464 0.5036220551 
76683.22656 0.003356067464 0.5324889421 
81418.10938 0.003356067464 0.559677124 
86445.34375 0.003356067464 0.5852841139 
91782.99219 0.003356067464 0.6094019413 
97450.21094 0.003356067464 0.6321171522 
103467.3672 0.003356067464 0.6535114646 
109856.0547 0.003356067464 0.67366153 
116639.2188 0.003356067464 0.6926397681 
123841.2109 0.003356067464 0.710514307 
131487.9062 0.003356067464 0.7273494005 
139606.75 0.003356067464 0.7432054281 
148226.8906 0.003356067464 0.7581393123 
157379.2969 0.003356067464 0.7722047567 
167096.8281 0.003356067464 0.7854521871 
177414.375 0.003356067464 0.7979292274 
188368.9844 0.003356067464 0.8096807003 
200000 0.003356067464 0.8207486868 
