baseline  psfrms   uvgap   
580.7931519 0.01564368419 0.09317728132 
674.6414185 0.01411544904 0.08160080761 
783.6542969 0.01298660971 0.07292658091 
910.2821045 0.01210391056 0.06413064152 
1057.371216 0.01139713265 0.05759657174 
1228.228027 0.01068018004 0.05096619204 
1426.692871 0.009989039041 0.0449853912 
1657.227051 0.009291994385 0.03957138211 
1925.012329 0.008662640117 0.03432286531 
2236.067871 0.008095822297 0.03334485739 
2597.385986 0.007605013438 0.0310874097 
3017.088135 0.007147536147 0.02757718228 
3504.608398 0.006727399305 0.02532611787 
4070.905273 0.006336224731 0.02247647196 
4728.708008 0.00599747384 0.02208478376 
5492.802734 0.005691654049 0.02088912576 
6380.364746 0.005429534242 0.02174874023 
7411.344727 0.005312129855 0.02595720254 
8608.916992 0.005006746389 0.03176885471 
10000 0.004926802125 0.05060922354 
