baseline  psfrms   uvgap   
580.7931519 0.01501467545 0.06041384488 
674.6414185 0.01352081448 0.05208897591 
783.6542969 0.0124132596 0.0449243784 
910.2821045 0.01155825332 0.03877084702 
1057.371216 0.01083602197 0.03354585543 
1228.228027 0.01012324356 0.02891978621 
1426.692871 0.009417839348 0.02491704375 
1657.227051 0.00872506015 0.02154369466 
1925.012329 0.008084553294 0.01856542937 
2236.067871 0.007528040092 0.01608586311 
2597.385986 0.007036554627 0.01387457736 
3017.088135 0.006577300839 0.01200935338 
3504.608398 0.006155475043 0.01037284266 
4070.905273 0.005764569156 0.009001242928 
4728.708008 0.00542652281 0.007813747972 
5492.802734 0.00512109464 0.006831423379 
6380.364746 0.004872317892 0.005996868946 
7411.344727 0.004751918372 0.005298751872 
8608.916992 0.004445152823 0.00471950043 
10000 0.004349286668 0.004406567197 
