baseline  psfrms   uvgap   
530.8729858 0.01675040461 0.06107688695 
563.6522217 0.01598300226 0.05750584975 
598.4554443 0.01532024983 0.05421860144 
635.4075928 0.01471539214 0.05113681406 
674.6414185 0.01417862065 0.04815730453 
716.2977905 0.01371775568 0.04544354975 
760.5262451 0.01330150757 0.0428516008 
807.4856567 0.01294424757 0.04035155475 
857.3445435 0.01261538174 0.03805914521 
910.2821045 0.01229728013 0.03591647744 
966.4882812 0.01198126562 0.03382806107 
1026.165039 0.01168858539 0.03191599622 
1089.526489 0.01143137645 0.03010039218 
1156.800293 0.01117951702 0.02835736796 
1228.228027 0.01091795228 0.02676923387 
1304.06604 0.01065110508 0.02520270459 
1384.586792 0.01036952529 0.02376441099 
1470.079468 0.01012041606 0.02247535437 
1560.85083 0.009914317168 0.02122490108 
1657.227051 0.009710182436 0.02010504715 
1759.553955 0.009509556927 0.01890129969 
1868.199341 0.009285467677 0.01775266789 
1983.552979 0.009041261859 0.01681395248 
2106.029297 0.008840998635 0.01594349556 
2236.067871 0.008663461544 0.01588237099 
2374.135986 0.008468120359 0.01419559028 
2520.729248 0.008258883841 0.0133415563 
2676.374023 0.008023037575 0.01274211612 
2841.62915 0.00783066079 0.01326333266 
3017.088135 0.007666269783 0.01289417688 
3203.381104 0.007509044372 0.01094784494 
3401.176758 0.007356468588 0.01044121478 
3611.185547 0.007156744134 0.01038488466 
3834.161377 0.006951679476 0.0103585422 
4070.905273 0.006832229439 0.009193336591 
4322.26709 0.006721939426 0.009205964394 
4589.149414 0.006593075115 0.009057140909 
4872.510742 0.00636794325 0.008128261194 
5173.368164 0.006218039896 0.008316440508 
5492.802734 0.006157080177 0.00740808202 
5831.960938 0.006059772801 0.007028062828 
6192.060547 0.005893930793 0.008793074638 
6574.39502 0.005687757395 0.007673243992 
6980.337402 0.005608272273 0.007629049011 
7411.344727 0.005565806758 0.01163941901 
7868.964844 0.005428921897 0.006437327713 
8354.84082 0.005219281651 0.006714619696 
8870.71875 0.00515400758 0.007845127024 
9418.449219 0.005118625704 0.01449123211 
10000 0.005067193881 0.01179990359 
10617.45898 0.004984935746 0.01190039143 
11273.04395 0.004917944316 0.009505948983 
11969.1084 0.004840384703 0.008850612678 
12708.15234 0.004680696409 0.007349230815 
13492.82812 0.004518531263 0.007147031836 
14325.95508 0.004429263528 0.01121423487 
15210.52441 0.004357888829 0.01564540341 
16149.71289 0.004301354755 0.01182615384 
17146.89062 0.004201180767 0.008504039608 
18205.64258 0.004059223924 0.01389249973 
19329.76562 0.004026103299 0.01213253941 
20523.30078 0.003988918848 0.009618921205 
21790.5293 0.003926467616 0.01116085332 
23136.00586 0.003759182757 0.00837602932 
24564.56055 0.003702959744 0.009865978733 
26081.32227 0.00363251823 0.009330972098 
27691.73633 0.003544064471 0.01158748288 
29401.58789 0.003493523691 0.01261417381 
31217.01758 0.003471487667 0.01830218174 
33144.53906 0.003447890747 0.01905347779 
35191.08203 0.003371971427 0.02382022142 
37363.98438 0.003320751712 0.02250918373 
39671.05859 0.003275119234 0.02058288082 
42120.58594 0.003260706086 0.03158732504 
44721.35938 0.003253409872 0.0396358259 
47482.72266 0.003246766282 0.04634567723 
50414.58594 0.003240917576 0.04702058062 
53527.48047 0.003236672841 0.05965257436 
56832.58203 0.003232719377 0.07492791116 
60341.76172 0.003231156152 0.1035938486 
64067.62109 0.003229963826 0.1305205226 
68023.53125 0.003229247173 0.1693037897 
72223.71094 0.003229247173 0.2176130414 
76683.22656 0.003229247173 0.2631127834 
81418.10938 0.003229247173 0.3059665859 
86445.34375 0.003229247173 0.3463281393 
91782.99219 0.003229247173 0.3843424916 
97450.21094 0.003229247173 0.4201460481 
103467.3672 0.003229247173 0.4538675249 
109856.0547 0.003229247173 0.4856278896 
116639.2188 0.003229247173 0.5155412555 
123841.2109 0.003229247173 0.5437150002 
131487.9062 0.003229247173 0.5702502728 
139606.75 0.003229247173 0.5952424407 
148226.8906 0.003229247173 0.6187811494 
157379.2969 0.003229247173 0.6409509182 
167096.8281 0.003229247173 0.6618314385 
177414.375 0.003229247173 0.6814976931 
188368.9844 0.003229247173 0.7000201941 
200000 0.003229247173 0.7174655795 
