baseline  psfrms   uvgap   
580.7931519 0.0152141219 0.05930487067 
674.6414185 0.01380091719 0.05111196637 
783.6542969 0.01274282858 0.04411674291 
910.2821045 0.01194582507 0.03806176782 
1057.371216 0.01122383308 0.03291748464 
1228.228027 0.01059552096 0.02834270522 
1426.692871 0.009968418628 0.02449740469 
1657.227051 0.00943094492 0.02121703327 
1925.012329 0.008899264038 0.01828128844 
2236.067871 0.00839298591 0.01595447399 
2597.385986 0.007928304374 0.0137648806 
3017.088135 0.007442040835 0.01204977557 
3504.608398 0.007060000207 0.01036377717 
4070.905273 0.006625623908 0.009205415845 
4728.708008 0.006306641269 0.007853967138 
5492.802734 0.005992936902 0.007071575616 
6380.364746 0.00566324126 0.006101430859 
7411.344727 0.005501645152 0.01049916539 
8608.916992 0.005450528581 0.04100072384 
10000 0.005439083558 0.08872719109 
