baseline  psfrms   uvgap   
580.7931519 0.01566126943 0.08938091993 
674.6414185 0.01415953878 0.07872822136 
783.6542969 0.01310459897 0.06972376257 
910.2821045 0.01230676379 0.06259158254 
1057.371216 0.01159782987 0.05535675958 
1228.228027 0.01096012443 0.04901172221 
1426.692871 0.01037143264 0.04368365929 
1657.227051 0.009824744426 0.04009489715 
1925.012329 0.009310893714 0.03638079762 
2236.067871 0.008808101527 0.03369533643 
2597.385986 0.008322283626 0.03275354579 
3017.088135 0.007884739898 0.03018883429 
3504.608398 0.007456745487 0.02812687308 
4070.905273 0.007100038696 0.02795345895 
4728.708008 0.006785474252 0.0344321914 
5492.802734 0.006436524447 0.04636800662 
6380.364746 0.006198029965 0.04803428426 
7411.344727 0.006032188423 0.08084002137 
8608.916992 0.005980420392 0.1179949865 
10000 0.005973123945 0.2091565132 
