116.7655399	-26.82598212
116.7639199	-26.82400458
116.7651234	-26.82519844
116.7632707	-26.8251632
116.7647362	-26.82463766
116.7642597	-26.82325862
116.7642824	-26.82416999
116.76438	-26.82506289
116.7654336	-26.82419534
116.7631211	-26.82429413
116.7635745	-26.82428184
116.7658808	-26.82362068
116.7644358	-26.8255531
116.7647771	-26.82533563
116.764054	-26.82459854
116.7626123	-26.82468757
116.7648029	-26.82399616
116.7658352	-26.82414453
116.7640291	-26.82512808
116.7649085	-26.82491591
116.76592	-26.82458807
116.7661627	-26.82516717
116.7651635	-26.82559726
116.7640078	-26.82355978
116.7654027	-26.82351788
116.763623	-26.82333348
116.7645438	-26.82367721
116.7647061	-26.82617453
116.7639855	-26.82568058
116.7650723	-26.82371812
116.7654382	-26.82539298
116.7650863	-26.82320406
116.7638584	-26.82607063
116.7662326	-26.82416669
116.7636826	-26.825313
116.7631402	-26.8256788
116.7651604	-26.82466117
116.7633534	-26.82474063
116.7651052	-26.82620429
116.7626254	-26.82423371
116.7636904	-26.82458619
116.7663276	-26.82449107
116.7625929	-26.82524526
116.7649674	-26.82438176
116.7638367	-26.82640251
116.7628656	-26.8238663
116.7659002	-26.82575495
116.7628386	-26.8249453
116.7645657	-26.82298227
116.7662168	-26.82557408
116.7647726	-26.82341861
116.7642471	-26.82596996
116.7633445	-26.8238249
116.7655102	-26.82451286
116.7664459	-26.8248581
116.7629456	-26.8254135
116.7648417	-26.82577849
116.7635399	-26.82582645
116.7644183	-26.82448199
116.7656886	-26.82504806
116.7631797	-26.82605715
116.7634832	-26.82624136
116.763684	-26.82495975
116.7632454	-26.82340203
116.7639195	-26.82303146
116.7643659	-26.82645226
116.762996	-26.82465271
116.7654434	-26.82316337
116.7655698	-26.82382532
116.7642254	-26.82381443
116.7658689	-26.82541509
116.7661605	-26.82381893
116.7648361	-26.82648871
116.762772	-26.82568999
116.7653454	-26.82494098
116.7663944	-26.82617565
116.7664468	-26.82650837
116.7625601	-26.82260188
116.7657815	-26.82657439
116.7616289	-26.82384839
116.7652462	-26.82734339
116.7631213	-26.82666532
116.7672825	-26.82346752
116.7627999	-26.82644619
116.7664591	-26.82314495
116.7635966	-26.82688522
116.7621415	-26.8254654
116.764998	-26.82695038
116.7629746	-26.82285708
116.7615335	-26.82422313
116.7627927	-26.82686624
116.7617537	-26.82455842
116.7632495	-26.82217299
116.7672552	-26.82585337
116.7621609	-26.82416921
116.761874	-26.82327722
116.7653964	-26.82272323
116.7671022	-26.82427994
116.7656369	-26.82703905
116.7656085	-26.82629731
116.763807	-26.82221824
116.7634192	-26.82276293
116.7668948	-26.82564607
116.7661372	-26.82255359
116.7640186	-26.82263542
116.7621211	-26.82296638
116.7668842	-26.82385968
116.7622668	-26.82505449
116.7658279	-26.82239906
116.7649912	-26.82236118
116.7626226	-26.82598492
116.7645539	-26.82694785
116.7633663	-26.82718924
116.7622453	-26.82341098
116.7616692	-26.82577828
116.7628237	-26.82354014
116.7660285	-26.82622295
116.7642422	-26.82201412
116.7667019	-26.82340513
116.7665894	-26.82535037
116.7621203	-26.82373723
116.7645773	-26.82234715
116.7662301	-26.82342668
116.7672749	-26.82481892
116.7624309	-26.82653613
116.766926	-26.82617013
116.7620173	-26.82651026
116.7622932	-26.82623597
116.7617214	-26.82541223
116.7640445	-26.82718983
116.7667126	-26.82415317
116.7661493	-26.82672156
116.7668224	-26.82295559
116.7653755	-26.82224409
116.7616432	-26.82507543
116.7675196	-26.82533617
116.7626337	-26.82301075
116.7647103	-26.82190813
116.7631223	-26.82255216
116.7622778	-26.8258963
